username,review,clean_review
ayu aprilianti,"Dulu suka bgt belanja pake toped sekarang karena kurir lambat padahal satu kota tapi harus nunggu 7hari padahal kalo pake si oren lebih cepat , aplikasi update update tapi gak ada perubahan yg lebih bagus jadi males pake toped lagi",dulu suka banget belanja pake toped sekarang kurir lambat padahal satu kota harus nunggu 7hari padahal kalo pake si oren lebih cepat aplikasi update update gak ubah yang lebih bagus jadi males pake toped
yanto came,"Udah dua kali instal aplikasi ini tapi kecewa juga dengan aplkasi.pasal a yng pertama dengan nggk tau saya pesan varang tiba tiba sistem membatalkan padahal udah saya tf uang a alhasil hadi ribet.yng kedua barang yng di kirim lama udah gitu barang nggak sesuai lagi.lain dengan aplikasi sebelah si orane,yng slalu mempeioritas kan kwalitas dan juga bagus pelayanan a",udah kali instal aplikasi tapi kecewa aplkasipasal a yng pertama nggk tau pesan varang tiba tiba sistem batal padahal udah tf uang a alhasil had ribetyng dua barang yng kirim lama udah gitu barang sesuai lagilain dengan aplikasi belah si oraneyng slalu mempeioritas kan kwalitas juga bagus layan a
IBNU,"baru kali ini kecewa banget sama pihak Tokopedia, barang yang dilayani Tokopedia lama banget sampenya, saya pesan tgl 5 dan yang seharusnya estimasinya sampe hari ini tetapi belom sampe juga, saya pengen ajukan komplain terhadap pihak Tokopedia tetapi mesti menunggu diluar jam estimasi, dan saya chat penjual alasannya masih dalam pengiriman, ya saya juga tau tapi kenapa ini lama banget dan malah diperpanjang estimasinya dan sampe sekarang ngga bisa ajukan komplain... GA JELAS BANGET",baru kali kecewa banget sama pihak tokopedia barang layan tokopedia lama banget sampenya pesan tgl 5 yang estimasi sampe hari bom sampe saya ken aju komplain pihak tokopedia tetapi mesti tunggu luar jam estimasi saya chat jual alas dalam kirim saya tau kenapa lama banget malah panjang estimasi sampe sekarang ngga aju komplain ga jelas banget
Grey VirganandaEZ,Saya pengguna aktif Tokopedia utamanya pemesanan tiket pesawat dan penggunaan akun gopay tapi 1 masalah saya yang saya alami membuat saya sedikit kecewa atas keterlambatan pengembalian dana saya(refund tiket pesawat). Saya mengajukan refund sejak 5 Desember 2024 namun baru di setujui tanggal 21 Januari 2025 yang artinya saya menunggu persetujuan dari Tokopedia yang memakan waktu 1 bulan 2 Minggu itupun harus intens untuk chat pihak CS tokped agar segera dibayarkan.,guna aktif tokopedia utama mesan tiket pesawat guna akun gopay 1 masalah alami buat sedikit kecewa atas lambat kembali dana sayarefund tiket pesawat aju refund sejak 5 desember 2024 baru tuju tanggal 21 januari 2025 arti tunggu tuju tokopedia yang makan waktu 1 bulan 2 minggu itu intens chat pihak cs tokped segera bayar
gigih prahardiantoro,"Tolong laah diperbaiki sistemnya Saya bolak-balik kejadian, saya sudah nyatat di Catatan order tapi pas saya rubah Metode pembayaran malah ke reset tulisan catatannya. Padahal fungsi catatan itu penting untuk bertransaksi.",laah baik sistem bolakbalik jadi sudah nyatat catat order pas rubah metode bayar malah reset tulis catat padahal fungsi catat penting transaksi
Mikako Gaming,"entah pihak ekspedisi nya kurang tanggap dan cepat atau pihak mimin nya yang sangat lambat dan lalai untuk menjalankan tugas, saya harap 2025 bisa lebih baik. Terutama ekspedisi sicepat, terimakasih!.",entah pihak ekspedisi nya kurang tanggap cepat pihak mimin nya sangat lambat lalai jalan tugas harap 2025 lebih baik utama ekspedisi sicepat terimakasih
Morning glory Flower,"baru nyoba dah kecewa. pembelian bayar lunas tanggal 17, tulisannya estimasi datang tanggal 20-24. sekarang tanggal 21 barang belum juga dijemput kurir. alasan seller nya kmaren libur, di pick up malam tanggal 20 emang ga ada kompensasi keterlambatan kah?",baru nyoba dah kecewa beli bayar lunas tanggal 17 tulis estimasi datang tanggal 2024 sekarang tanggal 21 barang juga jemput kurir alas seller nya kmaren libur pick up malam tanggal 20 emang ga kompensasi lambat
Sarno Ariansah,ada beberapa dari tokopedia yg saya ngga suka mnggunakan tokopedia yaitu selain harganya lebih mahal dari aplikaai lainya ... juga kalow retur barang itu low susahnya minta ampun malah sering.kali saya gx bisa retur.. retur barang di tokopedia itu sama skali ngga di respon.. ampun lah,beberapa tokopedia yang ngga suka mnggunakan tokopedia selain harga lebih mahal aplikaai lai kalow retur barang low susah minta ampun malah seringkali gx retur retur barang tokopedia sama skali ngga respon ampun lah
Ananda Putri,"pesanan saya dibatalkan otomatis oleh pihak tokopedia. dana refund tidak juga dikembalikan, melebihi batas yang dijanjikan. dan ternyata sudah banyak korbannya dengan berbagai permasalahan nya. gausah beli di sini lagiii guyss, mending beli di toko oren 😒😏",pesan batal otomatis pihak tokopedia dana refund juga kembali lebih batas janji nyata banyak korban bagai masalah nya gausah beli sini lagiii guyss mending beli toko oren
marvin,Tolong untuk penarikan dan tokopedia dibuat lebih cepat lagi.. Masak cuma mau narik dana hasil penjualan harus nunggu 24jam.. Gimana kalau dana tersebut memang dibutuhkan cepat tp mau narik dananya harus nunggu 24jam.. Tolong diperbaiki lagi untuk hal ini,untuk tari tokopedia buat lebih cepat masak cuma mau narik dana hasil jual nunggu 24jam gimana kalau dana sebut memang butuh cepat tp mau narik dana nunggu 24jam baik untuk ini
Ayla Zalfa,"kesekian kalinya belanja dpt masalah sma oknum kurir sicepat dh pengiriman lama,gajelas jg tuh kurir ditanya kbnyakan alasan,sy harap tokped bs merubah gratis ongkir kurir rekomendasi dengan cara qt sendiri sebagai pembeli memilih kurir yg benar-benar amanah,jujur terkait masalah komplain yg saya alami kemarin dan dapat di sesuaikan kecepatan pengirimannya ,agar tdk terjadi kegaduhan di kalangan masyarakat mudah""an aspirasi sya didengar karena sya jg pengguna setia tokped,terima kasih",sekian kali belanja dpt masalah sma oknum kurir sicepat dh kirim lamagajelas jg tuh kurir tanya kbnyakan alasansy harap tokped bs rubah gratis ongkir kurir rekomendasi cara qt sendiri beli pilih kurir yang benarbenar amanahjujur kait masalah komplain yang alami kemarin dapat sesuai cepat kirim tidak jadi gaduh kalang masyarakat mudah aspirasi sya dengar sya jg guna setia tokpedterima kasih
Nelchia Silvia,"Pengalaman berbelanja di e-commerce terburuk, sarangnya penjual abal2 dan penipu, e-commerce lain KL barang yg diterima tidak sesuai atau rusak langsung dana retur dikembalikan tanpa drama harus nanggung ongkir segala. Dana retur ditahan berhari2, berminggu-minggu sampai customer lupa pernah ada komplain pengembalian saking lamanya dananya ditahan. KL e-commerce lain CS nya sat set enak ditanya2 ttg transaksi mencurigakan, KL toped yg bales robot, parah bgt. Makan ati banget!!!!",alam belanja ecommerce buruk sarang jual abal2 tipu ecommerce kl barang yang terima sesuai rusak langsung dana retur kembali drama nanggung ongkir segala dana retur tahan berhari2 bermingguminggu customer lupa pernah komplain kembali saking lama dana tahan kl ecommerce cs nya sat set enak ditanya2 ttg transaksi curiga kl toped yang bales robot parah banget makan ati banget
Ucuv Nomercy,"lama pengiriman nya ngak suka banget,padahal di sistem nya lagi sama kurir mau di anter eh malah belum sampe sampe 2 hari juga, gajelas bet tokped milih pengiriman nya",lama kirim nya ngak suka bangetpadahal sistem nya sama kurir mau anter eh malah sampe sampe 2 hari gajelas bet tokped milih kirim nya
Vallandro Kenedy,"Aplikasi penipu!!! Ngasih promo diskon besar tp malah dibatalkan sepihak dengan mengklaim bahwa ada transaksi yg sama di akun berbeda. Dan pas di minta buktinya tidak pernah di kasih, langsung menghilang!!! Bikin peraturan sendiri tp malah melanggar sendiri ""TOLOL!!!"" *MENYESATKAN DAN MERUGIKAN KONSUMEN!!!*",aplikasi tipu ngasih promo diskon besar tp malah batal pihak klaim ada transaksi yang sama akun beda pas minta bukti pernah kasih langsung hilang bikin atur sendiri tp malah langgar sendiri tolol sesat rugi konsumen
Caraka S,"Makin lambat proses pengiriman barang dr seller waktu batal otomatis terlalu lama seller jadi bebas ngulur waktu proses pesanan bisa sampai 3 hari baru dikirim ke xpedisi,tambah lagi dpt xpedisi lambat bisa 3 hari lagi tambah lama aja jadinya barang sampai ke pembeli padahal sama2 jakarta",makin lambat proses kirim barang dr seller waktu batal otomatis terlalu lama seller jadi bebas ngulur waktu proses pesan 3 hari baru kirim xpedisitambah dpt xpedisi lambat 3 hari tambah lama aja jadi barang sampai ke beli padahal sama2 jakarta
Asal Mau Biji Ayam,"Saya SANGAT kecewa dengan kerjasama tiktok × tokped baru baru ini, Why? karena lagi-lagi masalah privasi, dan tiktok/bytedance kan dari China, saya tidak mau informasi pribadi saya diperjualbelikan ke CCP Dan beberapa bulan kemudian itu pun terbukti, banyak bgt komponen bytedance di dalam apk nya 🤮🤮🤮",sangat kecewa kerjasama tiktok tokped baru baru why lagilagi masalah privasi tiktokbytedance kan china tidak mau informasi pribadi diperjualbelikan ccp beberapa bulan kemudian pun bukti banyak banget komponen bytedance dalam apk nya
Aprina Hidayanti,"Pengalaman berbelanja yang mengecewakan. ....pesananan sangat lambat datangnya ,,,dibatalkan tidak bisa ...awalnya diskon pengguna baru...TPI tiba"" dicancel karna potongn yg tidk masuk akal katanya ...aneh Buat yg blm trlanjut belanja ditokpet ..banyak"" sabar aj",alam belanja kecewa pesananan sangat lambat datang batal bisa awal diskon guna barutpi tiba dicancel karna potongn yang tidk masuk akal kata aneh buat yang blm trlanjut belanja ditokpet banyak sabar aj
Rudi Budiyono,Boleh ada iklan tapi tolong jangan berlbihan ..klo iklan banyak apa pasti rame .GK tentu jg kyk ny .tolong pihak tokped di atur iklan ny tidak sy tidak mau pakai tokped lagi iklan berlebihan ..itu bagi sy tidak kompeten..karna klo apk ini udah bagus pelanggan .tidak munkin bnyk pihak komplin . Mksi,ada iklan jangan berlbihan klo iklan banyak apa rame gak jg kyk ny tolong pihak tokped atur iklan ny sy mau pakai tokped iklan lebih bagi sy kompetenkarna klo apk udah bagus langgan munkin bnyk pihak komplin mksi
Heri Y (Heri),"Voucher diskon ketika dipakai dan sudah dibayar, langsung dibatalkan otomatis oleh sistem. Udah banyak pengguna ngalamin hal yang sama. Kalo ngga ikhlas kasih voucher diskon, lebih baik gak usah kasih sama sekali. Kualitas jauh memburuk dan semakin ketinggalan dari marketplace lain.",voucher diskon pakai sudah bayar langsung batal otomatis sistem udah banyak guna ngalamin yang sama kalo ngga ikhlas kasih voucher diskon lebih baik gak usah kasih sama sekali kualitas jauh buruk makin tinggal marketplace
Imannuel Biagi,"•Dari sisi pembeli : ada biaya layanan , ada biaya jasa aplikasi , komplain ga ada solusi. •Dari sisi penjual (seller) : banyak potongan yg mengganggu margin contoh : barang harga 1 juta, yang diterima seller ±800ribuan, kalo harga produk dinaikin potongan seller makin tinggi dan pembeli ga ada yg mau beli dan kalo dimurahin margin nipis ga nutup biaya operasional. Misal ga ada perbaikan yah pasti pada kabur entah seller/buyer nya",sisi beli biaya layan biaya jasa aplikasi komplain ga solusi sisi jual seller banyak potong yang ganggu margin contoh barang harga 1 juta terima seller 800ribuan kalo harga produk dinaikin potong seller makin tinggi beli ga yang mau beli kalo dimurahin margin nipis ga nutup biaya operasional misal ga baik yah pada kabur entah sellerbuyer nya
Lies Tsiqoyati Rohmah,cape banget belanja di tokped aku sampe ganti akun lagi karena setiap claim promo dan beli barang dengan potongan harga yg di promo setelah check out lngsng di batalkan oleh sistem dan di akun sebelumnya juga gitu jadi ga percaya belanja di tokped karena g pernah ada barang yg sampe mau cod atau apalah,cape banget belanja tokped aku sampe ganti akun claim promo beli barang potong harga yang promo check out lngsng batal sistem akun belum gitu jadi ga percaya belanja di tokped karena g pernah barang yang sampe mau cod apa
Karswendi Darnabahari,"makin sering belanja bukan banyak untung malah makin di bikin gak nyaman, gak bisa COD gak ada kupon untuk gratis ongking, yg paling parah barang yg di batalkan sistem duitnya gak bisa di refund kecewa parah mending pindah Shopi atau lazada ajalah,",makin sering belanja bukan banyak untung malah makin bikin gak nyaman gak cod gak kupon gratis ongking yang paling parah barang yang batal sistem duit gak di refund kecewa parah mending pindah shopi lazada aja
Rudi Wili,"Pengiriman lama, beda banget sama toko oren Kalau ada bintang 0 pun saya kasih bintang 0, masak pengiriman 7 hari masih di jakarta engga gerak sama sekali dan estimasi sudah melebihi yang di tentukan, itupun sudah pakai kurir rekomendasi tokopedia. Gw saranin aja jangan beli di sini karena pengirimannyapun juga lambat banget, belum tau paket gue sampai atau engga ini.",kirim lama beda banget sama toko oren kalau bintang 0 saya kasih bintang 0 masak kirim 7 hari jakarta engga gerak sama sekali estimasi lebih di tentu itu pakai kurir rekomendasi tokopedia gw saranin aja jangan beli di sini kirim lambat banget tau paket gue atau engga
Bendo Kiw,"Tolong kenapa akun utama Tokopedia saya tidak ada gratis ongkir? Saya merasa tidak melanggar aturan apapun tapi sudah berbulan-bulan akun saya tidak tersedia voucher gratis ongkir bahkan diskon belanja 15% - 50% juga sama sekali tidak ada! Terus pengiriman, pengiriman Tokopedia ini paling buruk. Saya tidak tinggal di Jakarta tapi disaat e-commerce pink pengiriman standarnya bisa sehari sampai, lalu si oren 2-3 hari, sedangkan Tokopedia? 4 harian, kadang 5 hari dan bisa juga sampai seminggu.",kenapa akun utama tokopedia gratis ongkir rasa langgar atur apa sudah berbulanbulan akun tidak sedia voucher gratis ongkir bahkan diskon belanja 15 50 sama sekali tidak ada terus kirim kirim tokopedia paling buruk tidak tinggal jakarta saat ecommerce pink kirim standar hari lalu si oren 23 hari tokopedia 4 hari kadang 5 hari bisa sampai minggu
Mas Kun,Makin lama makin ngak karuan aplikasinya . Tiba² kena pelanggaran karena make kupon banyak . Lapor CS lama banget. Slow respon . Bye² Tokopedia. Belanja ke shoope aja,makin lama makin ngak karuan aplikasi tiba kena langgar make kupon banyak lapor cs lama banget slow respon bye tokopedia belanja shoope aja
