username,review,clean_review
Adailami Hadi,Penyerahan dana nya sebentar banget jarak waktunya dengan barang sampai. Ga kayak di shopee lebih lama jadi lebih enak kalo misalkan ada kerusakan jadi bisa dicari tau dulu. Saran coba diperpanjang durasi penyerahan dana ke penjual,serah dana nya sebentar banget jarak waktu barang ga kayak shopee lebih lama jadi lebih enak kalo misal rusa jadi cari tau dulu saran coba panjang durasi serah dana jual
Firsta Putri,"Maaf kupon sekarang minim sekali dan juga sering batal otomatis karena tidak sesuai ketentuan diskon 50% juga hampir tidak pernah ada sudah sangat langka,jikalau tidak berubah saya akan belanja di aplikasi lain,teman2 penghuni kost juga bnyak yg mengeluh 1 alamat hingga kupon bnyak batal...tidak menutup kemungkinan bnyak yg pindah ke aplikasi lain...semoga tokopedia seperti dulu lagi...",maaf kupon sekarang minim sekali sering batal otomatis sesuai tentu diskon 50 hampir pernah sudah sangat langkajikalau tidak ubah akan belanja aplikasi lainteman2 huni kost juga bnyak yang keluh 1 alamat hingga kupon bnyak bataltidak tutup mungkin bnyak yang pindah aplikasi lainsemoga tokopedia dulu
ndalu mubarak,Tadi nya saya kasih bintang 5 skrg saya kasih bintang 2 kecewa berat pake banget saya mau berbelanja ga bisa pakai paylater pdhl pembayaran tdk pernah telat dan selalu bayar full knp skrg jdi tdk bisa di pakai go paylater saya!!!,tadi nya kasih bintang 5 skrg kasih bintang 2 kecewa berat pake banget mau belanja ga pakai paylater pdhl bayar tidak pernah telat selalu bayar full knp skrg jdi tidak di pakai go paylater
Iyan Taryana,"Baru skrg kecewa belanja di tokopedia.tidak ada solusi dari tokopedia dan pesanan sudah dianggap selesai karna si kurir ngirim foto tempat(dan itu pun bukan tempat buyer,dan sikurir cuma foto jalan doang tanpa ada barang atau orang penerima di bukti kirim.dan saya juga ada bukti chat sama toko nya bahwa barang belum dikirim oleh toko.tp pihak bantuan tokopedia bilang barang sudah dikirim.terus buat apa bukti saya chat sama seller yg didalam nya menyatakan bahwa seller belum mengirim barang.",baru skrg kecewa belanja tokopediatidak solusi tokopedia pesan anggap selesai karna si kurir ngirim foto tempatdan pun bukan tempat buyerdan sikurir cuma foto jalan doang barang orang terima bukti kirimdan juga ada bukti chat sama toko nya barang kirim tokotp pihak bantu tokopedia bilang barang dikirimterus buat apa bukti chat sama seller yang dalam nya nyata seller kirim barang
Irwan Aditya,"Saya lagi ditengah tol, saldo emoney saya kurang. Saya top up pake tokopedia, tapi pending. Saya topup lagi yg kedua kali, Pending jg. Kacau ini tokopedia. Saldo saya tertahan, saldo emoney saya g nambah, saya posisi di tol kekurangan saldo. Sistemnya kacaaauuuuu!!!!!",tengah tol saldo emoney kurang top up pake tokopedia pending topup lagi yang dua kali pending jg kacau tokopedia saldo tahan saldo emoney g nambah posisi tol kurang saldo sistem kacaaauuuuu
Jun Jun,"3 bintang dulu. Pakai gopin dua duanya sering kena beku padahal pembayaran lancar. Mohon diperbaiki, saya selalu langganan belanja di toped. Jika masalah saya itu kedepannya tidak ada hambatan, saya kasih full bintang 5.",3 bintang dulu pakai gopin dua sering kena beku padahal bayar lancar mohon baik selalu langgan belanja toped masalah itu depan ada hambat kasih full bintang 5
Nurul Aziza,"Untuk layanan pengembalian barang tokopedia paling jelek, paling ribet, paling ruwet sejagat. Masak sekelas tokopedia selaku pemilik data, alamat sellernya saja gak tahu, kan lucu😆, kelihatan cs gak profesional sekali. Belum lagi jawaban cs yg lelet, ya klo memang gak mampu alangkah baiknya tutup saja apk ini sebelum ditinggalkan konsumen. Dan percuma menghubungi Tokopedia care, karena jawabannya pun berbelit-belit mengecewakan, dan solusinya malah berkepanjangan. Makin molor.",layan kembali barang tokopedia paling jelek paling ribet paling ruwet jagat masak kelas tokopedia selaku milik data alamat sellernya gak tahu kan lucu lihat cs gak profesional sekali lagi jawab cs yang lelet klo memang gak mampu alangkah baik tutup apk belum tinggal konsumen percuma hubung tokopedia care jawab berbelitbelit kecewa solusi malah panjang makin molor
anonymous hack88,Haduhhh kenapa di Tokopedia rekomendasi kurir pake JNE. Lama banget sudah lewat estimasi tiba malah belum di antar saja. Padahal sudah di kota tujuan. Jadi MLS belanja juga kalo ekspedisi kek gini lama tuh,haduhhh di tokopedia rekomendasi kurir pake jne lama banget lewat estimasi tiba malah di antar padahal di kota tuju jadi mls belanja kalo ekspedisi kek gin lama tuh
Salmad groud,"Saya belanja di tokopedia sudah beberapa kali, tetapi saya ketika saya belanja di toko masinur surabaya dari awal setelah payment sdh aneh dengan resi tidak mau di kirim dan kemudian pas sampai barangnya tidak sesuai deskripsi dengan barang yg datang, karena jelas di tulis di deskripsi lakban tetapi yg datang peredam tidak ada lakban/perekatnya.Mohon tokped banned penjual seperti ini dan saya mengajukan pengembalian dana saya untuk case ini.Semoga kedepan tokped lebih baik",belanja tokopedia beberapa kali saya belanja toko masinur surabaya awal payment sdh aneh resi mau kirim kemudian pas barang sesuai deskripsi barang yang datang jelas tulis deskripsi lakban yang datang redam ada lakbanperekatnyamohon tokped banned jual ini saya aju kembali dana saya untuk case inisemoga depan tokped lebih baik
Najwa Aulia,Saya pengguna pertama dapat diskon lumayan besar pas saya melakukan pembayaran malah dibatalkam sistem ini gimana? Kalo tidak mau rugi jangan di kasih diskon sayang banget uang saya jadi masuk saldo tokopedia mau belanja yang lain uang disaldo kurang ribet banget jadinya,guna pertama diskon lumayan besar pas laku bayar malah dibatalkam sistem gimana kalo mau rugi jangan kasih diskon sayang banget uang jadi masuk saldo tokopedia mau belanja lain uang saldo kurang ribet banget jadi
Alfin Bahtiar,"Izin memberi kritik, saya melakukan pembelian pulsa dengan menggunakan voucher, tetapi gagal terus dengan keterangan tidak berhasil saya sudah memakai metode pembayaran yang berbeda tetap tidak berhasil, apabila penggunaan voucher yang menjadi penyebabnya lebih baik dihilangkan daripada hanya menjadi masalah, semoga ada perbaikan dari Tokopedia kedepannya, terimakasih",izin beri kritik laku beli pulsa guna voucher gagal terus terang hasil sudah pakai metode bayar beda tetap hasil apabila guna voucher jadi sebab lebih baik hilang hanya jadi masalah moga baik tokopedia depan terimakasih
Syafrudin,"Tolong buat sistem pembatalan di buat otomatis di batalkan tanpa persetujuan penjual terlebih dahulu kaya aplikasi inisial L lh, selama barang blm di kirim y aman² aj lah buat di cancel, klo ky gini gx bisa buat buru2 biar uangnya bisa segera balik, yg ad penjual bisa ngerjain kita meskipun cmn beberapa jam, yang namanya cancel ya pasti ad sesuatu yang membuat kita gx jadi buat beli itu barang, inisih cancel karena mau ganti tipe produk di toko yg sm aja harus nunggu persetujuan yg makan waktu🤡",buat sistem batal buat otomatis batal tuju jual lebih kaya aplikasi inisial l lh lama barang blm kirim y aman aj lah buat cancel klo ky gin gx buat buru2 biar uang segera balik yang ad jual ngerjain meski cmn beberapa jam nama cancel pasti ad yang buat gx jadi buat beli barang inisih cancel mau ganti tipe produk toko yang sm aja nunggu tuju yang makan waktu
Mr. X,"Saya tidak bisa mengulas produk, dan mengakses fitur penting lainnya seperti mengubah pengaturan, karena terjadi eror setiap mengunduh data tambahan. “Ada gangguan di rumah Toped.” Begitu pesan yang muncul. Kalau tidak diperbaiki juga, saya dan 2000 karyawan akan pindah ke aplikasi e-commerce lain.",ulas produk akses fitur penting lain ubah atur jadi eror unduh data tambah ganggu rumah toped pesan muncul kalau tidak baik saya 2000 karyawan pindah aplikasi ecommerce
Jelita Muslimah,Terimakasih Tokopedia 🥰🥰 sudah memberikan kemudahan dlm berbelanja online 😍😍 dg berbagai promo yg menarik.. dg pilihan produk2 berkualitas tinggi.. sistem pembayaran dg berbagai metode digital.. sukses selalu.. dan pastinya slalu terdepan dari platform e-commerce lainnya😍😍,terimakasih tokopedia beri mudah dlm belanja online dg bagai promo yang tarik dg pilih produk2 kualitas tinggi sistem bayar dg bagai metode digital sukses selalu pasti slalu depan platform ecommerce lain
Greta Sha,"1. Berikan penilaian juga untuk ekspedisi, supaya mereka bisa evaluasi. Rata-rata pihak ekspedisi yang bermasalah. Pihak toko kadang sudah maksimal, tapi ekspedisi malah asal-asalan dan lambat, bahkan sampai di atas batas estimasi tanpa alasan yang jelas. 2. Tidak bisa hapus chat.",1 ikan nilai untuk ekspedisi mereka evaluasi ratarata pihak ekspedisi masalah pihak toko kadang maksimal ekspedisi malah asalasalan lambat bahkan di atas batas estimasi alas jelas 2 bisa hapus chat
Aulya cahaya Lestari,sementara bintang 4 .. aplikasi bagus dan mudah untuk belanja online . kalau bekerja sama dg kurir cari kurir yg penanganannya cepat .. agar toko gak terlalu lama menunggu untuk di proses pengiriman,bintang 4 aplikasi bagus mudah belanja online kalau kerja sama dg kurir cari kurir yang tangan cepat toko gak terlalu lama tunggu di proses kirim
Dinda Maharani,"tokopedia jelek, saya co chopper barang nya rusak, mati total, untuk pengembalian dana lama sekali, saya melakukan refund dan membayar ongkir refund dri tanggal 28 desember 2024, barang sudah di terima pihak toko, tpi uang saya masih blm kembali sampai saat ini (10 desember 2025) menurut saya untuk kejadian seperti ini tokopedia sangat lama di banding apk lain untuk mengembalikan uang pelanggan, padahal itu hak pelanggan. update, uang barang sudah kembali tp uang ongkir blm kembali smpai tgl 15",tokopedia jelek co chopper barang nya rusak mati total kembali dana lama sekali laku refund bayar ongkir refund dri tanggal 28 desember 2024 barang terima pihak toko tpi uang masih blm sampai ini 10 desember 2025 saya jadi ini tokopedia sangat lama di banding apk untuk kembali uang langgan padahal hak langgan update uang barang tp uang ongkir blm kembali smpai tgl 15
arief budi mulyanto,Sdh cukup lama pake tokopedia sebagai satu2 nya online shop yg saya pergunakan. Fitur semakin banyak terkadang malah membingungkan. Skrg malah tidak bisa menghapus chat dg seller.kan malah bikin penuh memori hp.tolong diperbaiki lagi fitur nya.smoga lebih sukses lagi,sdh cukup lama pake tokopedia satu2 nya online shop yang guna fitur makin banyak terkadang malah bingung skrg malah bisa hapus chat dg sellerkan malah bikin penuh memori hptolong baik fitur nyasmoga lebih sukses
spikouee,"Apa coba saya sudah pesan barang promo sudah terpakai tapi pesana saya malah dibatalkan dengan alasan ""dibatalkan sistem"",bukannya saya pelit tapi aneh saja promo terpakai tapi barang dibatalkan,saya sudah mencoba pesan barang yg sama tapi promo hilang,semoga aplikasi ini fix hal hal seperti ini",apa coba pesan barang promo pakai sana malah batal alas batal sistembukannya pelit aneh promo pakai barang dibatalkansaya sudah coba pesan barang yang sama promo hilangsemoga aplikasi fix hal ini
12_ Ade Novelia Ramadhani Putri,Sebagai pengguna baru Tokopedia dan dapet voucher diskon ya digunakan lah. Saya checkout menggunakan voucher tapi setelah pembayaran selesai dan tiba-tiba langsung dicancel Tokopedia seenaknya sendiri,guna baru tokopedia dapet voucher diskon guna lah checkout guna voucher telah bayar selesai tibatiba langsung dicancel tokopedia enak sendiri
Zahra Mahdiatari,"Dulu suka banget belanja pake tokopedia karena aplikasinya sangat user friendly, pembayaran juga lebih cepet. sekarang tapi parah banget lemotnya. ini aja mau bayar pake gopay yang connect ke bank jago juga bermasalah, gagal terus pembayarannya, malah gopaynya terblokir dan harus connect ulang. udah coba dari jago top up gopaynya dan dibayar dari gopay juga gagal. aneh banget ngga jelas. emang udah ga kerjasama lagi ya antara gojek sama tokopedia? aneh banget ga jelas.",dulu suka banget belanja pake tokopedia aplikasi sangat user friendly bayar lebih cepet sekarang parah banget lot aja mau bayar pake gopay connect bank jago masalah gagal terus bayar malah gopaynya blokir harus connect ulang udah coba jago top up gopaynya bayar gopay gagal aneh banget ngga jelas emang udah ga kerjasama ya gojek sama tokopedia aneh banget ga jelas
Ridwan Arifin,Kenapa sekarang tidak bisa hapus chat antara pembeli dan penjual ? Dan kenapa pembayaran dengan saldo Tokopedia tidak bisa digabungkan dengan transfer ATM? Padahal sebelumnya bisa. Jadinya saldo Tokopedia mengendap tidak bisa digunakan.,sekarang hapus chat beli jual kenapa bayar saldo tokopedia bisa gabung transfer atm padahal belum bisa jadi saldo tokopedia endap bisa guna
Ferdy Ptama,"Mantap toped skrg di tahun 2025, jd opsi pilihan shop aku tahun ini. Semoga dikasih byk vocer diskonnya ya hehe. Btw ada sedikit masukan dari saya, voucher diskonnya itu kalau bisa jgn pakai batas waktu 16 jam aja kita pas mau beli barang ini eh udah habis waktu kalau bisa jgn pakai batas waktu kan kadang kita jalan ada kerjaan pas malam mau beli udah habis waktu trs keranjang belanja nya itu kok masih suka ke hilang sendiri barang yg kita simpan di trolly keranjangnya ya? Trims ya",mantap toped skrg tahun 2025 jadi opsi pilih shop aku tahun moga kasih byk vocer diskon hehe btw sedikit masuk saya voucher diskon kalau jgn pakai batas waktu 16 jam aja pas mau beli barang eh udah habis waktu kalau jgn pakai batas waktu kan kadang jalan kerja pas malam mau beli udah habis waktu terus keranjang belanja nya kok suka hilang sendiri barang yang simpan trolly keranjang trims
Rio Rio,Saya sangat kecewa sebagai pengguna baru karena checkout pertama saya di batalkan sistem tanpa sebab dan keuntungan yang saya dapatkan hilang jadi jika tidak niat memuaskan pengguna jangan iklan kan dengan omongan manis😡,sangat kecewa guna baru checkout pertama di batal sistem sebab untung saya dapat hilang jadi tidak niat muas guna jangan iklan kan omong manis
Ari Nurwnda,"Aplikasi Marketplace terbaik, karena fitur yang bagus dan beranda yang simple dan tidak berlebihan, barang-barang nya juga sangat berkualitas, intinya yang saya suka dari Tokopedia adalah tampilan home atau beranda yang sangat minimalis, kendala nya hanya di waktu pengiriman nya aja yang selalu lama sampainya selama beli barang di Tokopedia.",aplikasi marketplace baik fitur bagus beranda simple tidak lebih barangbarang nya sangat kualitas inti saya suka tokopedia tampil home beranda sangat minimal kendala nya waktu kirim nya aja selalu lama sampai lama beli barang di tokopedia
Dimas Cahya Permana,"Overall bagus, cuman estimasi pengiriman nya itu loh telat Mulu, udah beberapa kali telat mesen di tokped ini, mending kalo ada kompensasi kayak apk sebelah, semoga ke depannya lebih baik",overall bagus cuman estimasi kirim nya loh telat mulu udah beberapa kali telat mesen tokped mending kalo kompensasi kayak apk belah moga depan lebih baik
Gibon Hogi,"Tidak adanya garansi pengiriman sehingga tidak ada kepastian datangnya. Pesanan dng status menunggu konfirmasi tidak bisa dibatalkan kalo sdh lewat 1 jam kecuali persetujuan penjual, Sedangkan pesanan dng status menunggu konfirmasi batas waktunya bisa sampai 4 hr untuk penjual merespon atau sampai pembatalan otomatis Seharusnya pesanan dengan status menunggu konfirmasi bisa dibatalkan tanpa syarat/persetujuan penjual sebab kalo ga direspon harus nunggu sampai 4 hr lg ini merugikan pembeli",ada garansi kirim pasti datang pesan dng status tunggu konfirmasi tidak batal kalo sdh lewat 1 jam tuju jual pesan dng status tunggu konfirmasi batas waktu 4 hr jual merespon sampai batal otomatis pesan status tunggu konfirmasi bisa batal syaratpersetujuan jual kalo ga direspon nunggu sampai 4 hr lg rugi beli
pinpin 88,"Update makin sering tapi bukan makin bagus malah sering ngaco aplikasi ini dan cuma rubah lay out tampilan aja yg malah bikin bingung kadang2, update cuma buang2in kuota aja dan sekarang data histori toko2 yg berjualan di toped pun hilang plus kolom diskusi pun jg hilang.",update makin sering bukan makin bagus malah sering ngaco aplikasi cuma rubah lay out tampil aja yang malah bikin bingung kadang2 update cuma buang2in kuota aja dan sekarang data histori toko2 yang jual toped hilang plus kolom diskusi jg hilang
SEPTIAN CAHYANTO,Pesan pakai pengiriman instan 3 jam biar cepat tp malah lebih dari 2 hari barang belum sampai dengan alasan driver Go Car menolak pick up. Endingya sampai harus cari tokonya buat bawa sendiri barangnya. Daripada sampai dengan hari ke 3 tidak ada driver Go Car yg mau pick up.,pesan pakai kirim instan 3 jam biar cepat tp malah lebih 2 hari barang alas driver go car tolak pick up endingya sampai harus cari toko buat bawa sendiri barang sampai hari 3 ada driver go car yang mau pick up
Jonathan oxyro Yang,"Ini kenapa tolong.Setiap mau pesan barang di Tokopedia pasti selalu ""terjadi kesalahan.Ulangi beberapa saat"" itu gimana aduh....mana penting penting lagi barang yang mau dibeli eh muncul masalah kaya gini",kenapa tolongsetiap mau pesan barang tokopedia selalu jadi kesalahanulangi beberapa itu gimana aduhmana penting penting barang mau beli eh muncul masalah kaya gin
Don Abie 151,"tokopedia, tolong dong klo setelah liahat barang dan kembali lg kenapa harus refresh ke paling awal lg, repot sekali ketika saya sedang mencari cari barang, udah jauh2 geser kebawah balik lg ke atas,, menurut saya update apk tokped terakhir sangat tidak bagus. saya harap bisa segera diperbaiki. terimakasih, next 5star",tokopedia dong klo liahat barang kembali lg harus refresh paling awal lg repot sekali sedang cari cari barang udah jauh2 geser bawah balik lg atas saya update apk tokped akhir sangat bagus saya harap segera baik terimakasih next 5star
Ayu Rahma,"Aplikasi ini sarangnya penipu. Saya baru saja membeli lcd original copotan. Namun dikirim lcd kw yang dalam kondisi rusak. Setelah saya ajukan komplain dlm perjalanan lcd kerusakannya tambah parah, pihak tokopedia malah menawarkan penyelesaian dg kompensasi, saya kira kompensasinya ditentukan toped. Eh malah ditentuknkedua bela pihak, ya kesempatan bagi penjual u minta ganti rugi sebesar besarnya, Akhirnya ini 1bulan berlalu dana saya ttp tidak terselessaikan. Karena tidak ada kesepakatan.",aplikasi sarang tipu baru beli lcd original copot kirim lcd kw dalam kondisi rusak aju komplain dlm jalan lcd rusa tambah parah pihak tokopedia malah tawar selesai dg kompensasi kira kompensasi tentu toped eh malah ditentuknkedua bela pihak sempat jual u minta ganti rugi besar besar akhir 1bulan lalu dana saya ttp terselessaikan tidak sepakat
Ramdhan Ramadhan,"Setiap dapat voucher diskon tapi setelah di payment malah di batalkan sistem Dan itu terjadi berulang kali+ kurir rekomendasi nya lelet terutama si cepat , Jadi ga recommended !!!",dapat voucher diskon telah payment malah batal sistem itu jadi ulang kali kurir rekomendasi nya lelet utama si cepat jadi ga recommended
Yogih Halim,"Pemilihan kurir rekomendasi dari tokped yaitu j&* sangat bermasalah, barang sampai 3 hari ada di drop point dan tidak dikirim kirimkan ke rumah.. komplain melalui tokped care hanya diberi jawaban default dan tidak menyelesaikan masalah.. Saatnya pindah ke toko sebelah",pilih kurir rekomendasi tokped j sangat masalah barang 3 hari di drop point tidak kirim kirim rumah komplain lalu tokped care beri jawab default tidak selesai masalah saat pindah toko belah
Bima Sajjad,"Kurir rekomendasi yang dipilihkan Tokopedia sering tidak bertanggungjawab, pengiriman sering melebihi estimasi, dan barang sering hilang di pengiriman. Walaupun dana pembeli dikembalikan yang jadi masalah adalah pembeli jadi rungi waktu.",kurir rekomendasi pilih tokopedia sering bertanggungjawab kirim sering lebih estimasi barang sering hilang kirim walaupun dana beli kembali jadi masalah beli jadi rungi waktu
Deta Kusuma Anggraini,"Saya memberikan rating bintang satu karna sangat"" Kecewa, pada tgl 16 saya membeli sirup ABC di toko ABC Heinz, biasanya saya beli dikirim melalui Tokopedia gtl, entah kenapa jadi kurir J&t, tgl 17 sudah dikirim lalu kurir menghubungi saya bahwa paket rusak/bocor disarankan untuk retur, akhirnya saya retur sesuai dengan instruksi dan meminta pengembalian dana saja, tetapi sampai dengan tgl 25 saya belum ada kepastian keputusan dana saya, sudah komplain sana sini malah dioper"" Terus, KECEWA",beri rating bintang satu karna sangat kecewa tgl 16 beli sirup abc toko abc heinz biasa beli kirim lalu tokopedia gtl entah jadi kurir jt tgl 17 kirim lalu kurir hubung bahwa paket rusakbocor saran retur akhir retur sesuai instruksi minta kembali dana tetapi dengan tgl 25 belum pasti putus dana sudah komplain sana sini malah oper terus kecewa
Yunengsih Nengsih,"toko pedia smakin ke sini bukanya smakin maju mlah smakin ga jelas. masa saya belanja berkali2 di batalkan secara otomatis trus. giliran blanja lgi sudah bayar pengiriman instan masih ga di kirim juga . di batalkan juga ga di respon sama penjual mlah nungguin batal otomatis lagi kan kurang ajar menurut saya, karena ga cuma sekali begitu trus tpi sampe 4 kli,, tlong lah perbaiki lgi jangan ngerjain orang ga jelas gtu donk kesel saya di kerjain trus🤬🤬🤬🤬",toko dia smakin sini buka smakin maju mlah smakin ga jelas masa belanja berkali2 batal otomatis trus gilir blanja lgi bayar kirim instan ga kirim batal ga respon sama jual mlah nungguin batal otomatis kan kurang ajar ga cuma sekali trus tpi sampe 4 kli tlong lah baik lgi jangan ngerjain orang ga jelas gtu donk kesel saya di kerjain trus
Timothy. K,"Saya turunkan bintangnya, saya tanya penjual apakah barang ready, terus kata penjualnya ready, namun setelah saya beli, barang malah di batalkan sama penjual, tolong dong ada praturan agar penjual tidak semena mena seperti ini, walaupun ada refund tapi ini sangat membuang waktu saya.",turun bintang tanya jual barang ready terus kata jual ready telah beli barang malah batal sama jual dong praturan jual semena mena ini walaupun refund ini sangat buang waktu
yan tomomi,"Belanja di tokped mah nympenya lama, jasa ekspedisi nya pada lelet kayak keong. Padahal sama² pake kurir yg sama dengan shopee, misalnya lu pake jne di tokped sama di shopee itu lebih cepet yg di shopee, absurd bgt Ini tokped lelet nya.. Apalagi lu pake jasa ID EXPRESS jasa ekspedisi paling lelet sepanjang sejarah dunia. Jadi lebih enak belanja di shopee, sayangnya pada beberapa moment dan situasi produk² di shopee yg kita cari itu cuma ada di tokped.. Mau gamau jadi lari ke tokped.. 🤮🤮🤮😣😣",belanja tokped mah nympenya lama jasa ekspedisi nya lelet kayak keong padahal sama pake kurir yang sama shopee misal lu pake jne tokped sama shopee lebih cepet yang shopee absurd banget tokped lelet nya lu pake jasa id express jasa ekspedisi paling lelet panjang sejarah dunia jadi lebih enak belanja shopee sayang beberapa moment situasi produk shopee yang cari cuma di tokped mau gamau jadi lari tokped
Bakti Hidayatullah,"Awalnya saya pengguna setia Tokped, tapi begitu ada masalah di ekpedisi, CO di tgl 15, tapi sampai sekarang barang juga belum sampai, dan saat meminta refund sesuai waktu yang sudah di janjikan, 3 hari kalender, tapi tetap juga disuruh tunggu barangnya sampai, saya karna butuh barang itu cepat saya CO lagi barang yang sama di toko yang sama, dan sudah sampai, Tapi barang yang nyasar saya tetap disuruh tunggu, kalau begini saya sudah rugi waktu dan rugi uang. Sangat jauh berbeda dgn yg warna oren",awal guna setia tokped begitu masalah ekpedisi co tgl 15 sekarang barang belum minta refund sesuai waktu sudah janji 3 hari kalender tetap suruh tunggu barang karna butuh barang cepat co barang sama toko sama sudah sampai tapi barang nyasar tetap suruh tunggu kalau begini saya sudah rugi waktu dan rugi uang sangat jauh beda dgn yang warna oren
mario husain,"aplikasi ribet, dikit-dikit minta otp nomor hp, kalo nomor hp suda mati auto ribet total, uang saya ketahan cuma gara gara itu padahal bisa aja lewat email, tapi apknya tetep mau ngirim otp ke nomor hp, alhasil saya perlu beli nomor baru cuma buat narik uang saya, kocak",aplikasi ribet dikitdikit minta otp nomor hp kalo nomor hp suda mati auto ribet total uang tahan cuma gara gara padahal aja lewat email apknya tetep mau ngirim otp nomor hp alhasil perlu beli nomor baru cuma buat narik uang kocak
Ayib Ibnu Solaiman,Tokopedia sekarang tidak ongkir gratis. Tetap bayar dan servis pengiriman dari yg reguler (tetap bayar) menjadi servis yg penting sampai alias lama sekali.... Ini Saya bisa buktikan dng pengiriman dari jkt ke lombok dan pengiriman dari kota lain ke lombok yg biasanya regul 3 hari ini bisa 1 minggu.... Toped brengsek sekarang.....,tokopedia sekarang ongkir gratis tetap bayar servis kirim yang reguler tetap bayar jadi servis yang penting alias lama sekali saya bukti dng kirim jkt lombok kirim kota ke lombok yang biasa regul 3 hari bisa 1 minggu toped brengsek sekarang
Al Mukaromah,Jelek padahal aku baru dapat voucher pengguna baru eh malah barang nya ngk dikirim aku tanya penjual nya malah di cuekin tolong jangan kaya gini beda banget sama shope kalo tokonya tutup di tulis di deskripsi ini ngk ninggalin pesan apa apa kan sia sia vocer saya,jelek padahal aku baru voucher guna baru eh malah barang nya ngk kirim aku tanya jual nya malah cuekin jangan kaya gin beda banget sama shope kalo toko tutup tulis deskripsi ngk ninggalin pesan apa apa kan sia sia vocer
muhammad nurman,"Sudah bagus, sangat membantu walaupun terkadang ongkir tidak 100% gratis. Cuma untuk apa bonus 1 hari 1 coin? Mau kumpul berapa abad? Alangkah baiknya bonus 1 hari minimal 1000 coin. Jadi 30 hari bisa 30000 koin, itu sangat membantu untuk mengurangi pembayaran. Tambah parah, ongkir makin mahal dan hapus whislist kalau sudah sampai ke bawah setelah selesai hapus malah kembali ke atas, seharusnya tetap dimana dihapus terakhir. Capek deh. 26 Jan 25 tambah parah, makin tambah capek pakai toped.",bagus sangat bantu walaupun terkadang ongkir 100 gratis cuma apa bonus 1 hari 1 coin mau kumpul berapa abad alangkah baik bonus 1 hari minimal 1000 coin jadi 30 hari 30000 koin sangat bantu kurang bayar tambah parah ongkir makin mahal hapus whislist kalau sampai bawah selesai hapus malah ke atas tetap hapus akhir capek deh 26 jan 25 tambah parah makin tambah capek pakai toped
Nursembada Zein,"Itu masalahnya iya dari dulu toko ini gak pernah berkembang karena persoalan lama pengiriman, gak pernah di perbaiki layanan pengiriman yang selalu lelet dan lambat tidak seperti toko sebelah dalam 1-2 kerja sudah sampai padahal masih dalam zona 1 Jabodetabek. Tolong perbaiki sistem kurirnya thanks 🙏",masalah iya dulu toko gak pernah kembang soal lama kirim gak pernah baik layan kirim selalu lelet lambat seperti toko belah 12 kerja sampai padahal dalam zona 1 jabodetabek baik sistem kurir thanks
raka guslow,"Coba coba pesen di tokopedia ternyata ada promo untuk pengguna baru, pas udah pesen malah direject sama tokopedianya padahal udah masuk ekspedisi dan udah nunggu kurleb 1 mingguan, emang gak jelas nih aplikasinya bikin kecewa 👎",coba coba sen tokopedia nyata promo guna baru pas udah sen malah direject sama tokopedianya padahal udah masuk ekspedisi udah nunggu kurleb 1 minggu emang gak jelas nih aplikasi bikin kecewa
Rina Junianti,Aplikasi ini cukup baik. Tetapi sayangnya barang jika lewat JNE selalu sampai di atas 7 hari. Lelet dan membuat jadi kecewa Sehingga membuat males berbelanja di Tokopedia.,aplikasi cukup baik sayang barang lewat jne selalu atas 7 hari lelet buat jadi kecewa buat males belanja di tokopedia
Angga Tedirianto,"Sekarang tokopedia berat aplikasinya klo mau buka chat dari penjual atau pembeli gkbisa2 malah error kadang bisa tapi lama banget,malah kadang jadi lelet kasian pembeli mau terima balesan chat saya malah jd cancel",sekarang tokopedia berat aplikasi klo mau buka chat jual beli gkbisa2 malah error kadang tapi lama bangetmalah kadang jadi lelet kasi beli mau terima balesan chat malah jadi cancel
Delvira,gw baru download baru buat akun dan gw pesen barang tapi pesanan gw di batalkan alasannya penipuanlah udah yang jualan ni sini tutup aja Tokopedia gak mau rugi kasi promo banyak tapi gak bisa di pesan enak gw balik ke aplikasi kasi lain kalo begini,gw baru download baru buat akun gw sen barang pesan gw batal alas tipu udah jual ni sini tutup aja tokopedia gak mau rugi kasi promo banyak gak di pesan enak gw balik aplikasi kasi kalo begini
Ireland Evergreen,"Sekarang komplain barang yg belum datang lama sekali durasi komplainnya, padahal estimasi barang sampai sudah habis, tokopedia kalau bikin kebijakan yg benar jangan mempersulit pembeli, saya sudah pakai tokopedia dari tahun 2017, tolonglah diperbaiki kebijakannya jangan makin buruk saja.",sekarang komplain barang yang datang lama sekali durasi komplain padahal estimasi barang sudah habis tokopedia kalau bikin bijak yang benar jangan sulit beli sudah pakai tokopedia tahun 2017 tolong baik bijak jangan makin buruk
Risda 05,"Aplikasinya aneh, saya beli dua paket harga 56.000 dan dikarenakan paket datang terlambat jadi saya harus bayar 95.000.. ingat yah tuhan itu bisa mengetahui segalanya., terserah kalian meraup untung seperti apa, nanti juga ada balasannya. Camkan itu baik - baik.",aplikasi aneh beli paket harga 56000 karena paket datang lambat jadi harus bayar 95000 ingat yah tuhan bisa tahu segala serah kalian raup untung apa juga balas cam baik baik
